TARGET,X1,X2,X3,X4,X5
660,8302,13650,5192,13,B
530.6,6674,8650,4726,10,C
366.5,4610,3873,2339,7,A
322.2,4053,5300,2648,6,A
573.3,7212,7622,3739,9,C
427.9,5382,5152,2742,7,A
295.2,3713,6148,2642,6,A
447.3,5627,6687,3692,7,A
483.8,6086,8412,3073,7,A
555.8,6991,12978,4299,8,B
406.6,5115,5217,2876,8,A
582.8,7331,13150,5684,10,A
297.7,3745,7326,1862,4,A
414.2,5210,4112,4054,9,A
542.8,6828,7125,4775,8,B
416,5233,6028,2777,7,A
419.3,5274,6480,3094,7,A
510.2,6418,8986,3840,7,A
554.9,6980,20046,5264,8,A
503.6,6335,8535,3550,8,B
538.3,6771,12978,2965,7,B
488.9,6150,8592,3159,6,B
384,4830,5843,2593,7,A
493.1,6203,11310,3524,7,A
420,5283,4500,3986,8,A
365.5,4597,4440,2660,7,B
379.1,4769,5545,2857,9,A
499.9,6288,5300,3952,8,B
593.5,7466,8580,6075,10,A
444.7,5594,5280,2400,7,A
352.9,4439,4591,3514,6,A
593.2,7462,11466,2570,8,B
631.9,7949,8210,4557,9,A
418.2,5260,7146,3198,7,A
371.9,4678,4842,2480,6,A
417.7,5254,4797,3752,7,A
499.7,6286,15344,3138,7,A
423.9,5332,14420,2528,5,B
373.8,4702,4849,2452,6,A
375,4717,6250,2947,7,A
493.8,6212,4500,3996,8,A
448.2,5638,8096,2488,7,A
491.4,6181,8190,3120,7,C
392.3,4935,11069,2404,6,A
302.3,3802,5500,2304,6,C
457.8,5759,5950,4270,8,A
426.7,5367,6547,2576,6,C
639.4,8043,16952,4659,9,A
577.7,7267,5437,6619,10,B
531.5,6686,6673,4228,10,B
420.1,5284,10906,2548,6,A
581.7,7317,13637,4985,8,B
435.5,5478,4592,3994,8,A
507.8,6388,10129,4604,8,A
623.1,7838,14859,4402,9,C
352.1,4429,6250,2884,7,A
345.2,4342,6752,2318,5,A
414.2,5210,5134,3408,6,A
625,7862,8525,3964,9,A
538,6768,9000,3166,8,A
518.8,6526,5500,3760,9,B
774.1,9738,11970,6110,12,A
329.5,4145,4000,2612,7,A
414.1,5209,5000,3954,8,A
384.1,4831,5712,2599,6,A
373.7,4701,4464,2491,7,A
375.9,4728,4475,1992,6,C
395.3,4972,5817,2513,7,B
464,5837,5100,2978,8,A
375.9,4728,5000,3596,7,B
503.1,6329,12024,4258,9,A
366.6,4611,5000,2113,8,A
409.4,5150,11008,3041,7,A
375.2,4720,5500,2956,8,C
333.5,4195,6250,3145,8,C
474.2,5965,5134,3469,8,C
463,5824,4792,3453,7,B
503.6,6335,10875,4406,7,A
416.5,5239,5506,2712,7,B
482.5,6069,9000,3079,9,A
399.1,5020,5500,2898,6,A
394,4956,4845,2991,7,B
381.5,4799,4633,2312,6,B
468.9,5898,10500,3940,7,A
220.9,2778,3000,1812,5,A
469.8,5910,4700,3978,8,C
618.4,7779,11200,4048,8,B
392.4,4936,5000,2914,6,A
532.8,6702,10225,5160,9,A
347.3,4369,4010,2538,8,C
359.7,4525,5500,2272,6,A
347.8,4375,4122,2267,6,A
432.3,5438,7501,3426,7,A
448.2,5638,21933,3418,6,B
540.9,6804,9000,5167,9,A
530.3,6671,10000,4628,11,A
308.3,3878,5500,2202,5,A
426.5,5365,4700,3319,8,A
340.3,4280,4131,2196,6,A
644.1,8102,12000,5180,10,C
289.3,3639,4072,1982,5,A
419.7,5279,4700,3676,5,A
384,4830,4122,2262,7,B
382,4805,4590,2505,7,A
478.3,6017,6005,2856,8,C
488.2,6141,10500,2846,8,A
459.2,5776,9000,3179,9,C
368.2,4631,5500,2900,7,A
469.7,5908,6385,4319,9,A
475,5975,9916,2324,7,A
659.7,8299,7350,4440,9,B
462.8,5822,5000,4586,8,A
658.7,8286,18288,5698,13,A
307.7,3870,5500,2190,5,A
410.9,5169,4700,2822,12,A
481.4,6056,12449,3464,8,A
385.8,4853,10925,2734,5,A
265,3333,4080,2170,5,A
500.1,6291,6141,2693,7,B
473.9,5961,7500,4881,7,A
303.9,3823,3643,2333,6,A
436.3,5488,4700,4263,9,C
388.1,4882,5680,3236,9,A
528.9,6653,6035,4012,7,B
480.9,6049,7124,4064,8,A
491.9,6188,8014,3350,8,C
604.7,7607,10500,3854,8,B
279.1,3511,4080,2059,6,A
739.7,9305,14475,6733,11,B
465.5,5855,6840,3840,9,A
424.4,5338,10500,3248,6,A
362.5,4560,5500,2630,7,A
445.6,5605,5000,3700,9,A
421.9,5307,10413,2628,5,A
474.03,5963,9811,4051,9,B
593.5,7466,18600,4870,6,C
490.8,6174,4700,4432,9,B
472,5937,7000,3120,9,A
336.1,4228,5355,3336,6,A
315,3962,8502,1912,5,C
305.1,3838,6120,2256,5,A
398,5006,4700,2432,8,A
301.9,3797,3000,2556,6,A
464.4,5842,5676,4018,7,A
401.2,5047,4700,1952,6,A
360.3,4532,5500,2638,7,A
336.9,4238,3652,2093,6,A
434.6,5467,9980,2678,7,A
542,6818,10911,3031,9,C
325.5,4094,6875,3070,7,A
403.9,5081,10500,4044,8,C
354.7,4462,5768,2880,7,A
468.2,5889,6120,2921,9,B
419.04,5271,10875,3314,7,C
666.4,8383,12500,4304,10,C
300.5,3780,5500,2185,6,A
472.3,5941,4700,4240,9,B
514.3,6469,5500,4426,9,B
297.1,3737,3000,2156,6,A
745.7,9380,11730,5836,9,C
402.1,5058,6875,3806,9,A
368.9,4640,5000,2892,8,A
460.4,5791,4700,5684,8,A
617.6,7769,5170,4756,11,A
530.8,6677,10500,2424,7,B
510.6,6423,3798,4148,9,B
434.9,5471,6149,3947,8,A
445,5598,4700,3639,7,A
419.7,5279,5000,3136,8,B
383,4818,3668,2672,7,A
453.3,5702,11479,2408,6,A
460,5786,9379,2320,8,B
386.4,4860,10847,3450,7,A
449.7,5657,10500,2663,6,A
357.4,4496,5500,2473,6,A
372.7,4688,4146,3580,9,A
390.2,4908,6000,2736,7,A
484.5,6095,6238,3940,9,C
471.3,5928,7500,3378,9,B
444.5,5591,9000,2673,7,A
477.1,6001,6875,3187,7,B
559.5,7038,5316,4261,9,A
417.3,5249,5000,2990,8,C
418.1,5259,9779,2608,6,C
421,5296,4700,3942,8,A
382.4,4810,13628,1759,5,B
342.5,4308,5500,2788,6,C
511.5,6434,10531,4997,12,A
429,5396,9250,2805,8,A
470.2,5915,10500,3758,6,A
340.2,4279,3551,3917,8,A
349.8,4400,5000,2518,6,A
420,5283,4700,3715,8,B
397.1,4995,5000,3014,11,A
599.5,7541,7533,3668,8,C
439.8,5532,5300,3983,8,C
416.1,5234,8630,2409,7,A
527.4,6634,7000,4622,7,B
343.1,4316,2907,3426,8,A
494.4,6219,15000,3847,7,A
426.9,5370,6500,3558,8,C
823.7,10362,28900,5499,12,A
285.7,3594,7475,1882,6,A
354,4453,5000,2520,7,B
338.6,4259,5000,2646,7,A
548.7,6902,11070,5993,10,A
437.3,5501,5477,4118,9,A
443,5572,6000,3028,7,B
468.6,5894,10542,2820,8,A
348.1,4379,6000,2080,6,C
512.7,6449,8214,3730,9,A
486.8,6123,5000,3755,8,B
298.9,3760,5062,2332,4,A
408.3,5136,10762,2686,6,A
351.6,4423,5720,2262,6,A
428.2,5386,7500,3132,7,A
505.5,6359,7165,3894,10,A
362.4,4558,3900,3864,10,A
422.3,5312,6719,3797,8,A
454.6,5718,6000,3168,9,B
300.7,3782,5867,1736,8,A
403.3,5073,3078,3654,8,B
503.6,6335,12906,4838,10,A
392.3,4935,4942,3290,7,A
352.1,4429,7000,2383,7,A
345.4,4345,4500,2576,6,C
448.3,5639,5339,3932,9,A
609.8,7671,10882,3943,10,B
422.3,5312,6000,2830,8,A
550,6919,10500,3246,8,A
381.9,4804,7430,2526,6,A
406.1,5108,10734,2445,7,A
283.1,3561,5590,2436,6,A
827.3,10407,34261,6477,12,A
522.2,6569,10500,3611,9,A
289,3635,3499,2250,6,A
324.5,4082,3310,2795,7,A
411.4,5175,4981,2490,9,A
392.2,4933,6250,3588,7,C
395.2,4971,2503,3056,9,B
481.1,6052,10000,2905,8,B
482.9,6074,9917,4093,8,A
569.6,7165,10137,3438,8,B
401.1,5045,6003,2448,7,B
369.3,4645,5000,2634,6,A
480,6038,4829,2631,9,B
531.5,6686,10756,5124,10,A
424.8,5343,6500,4190,10,A
473.7,5959,10113,2883,8,B
368.9,4640,5720,3880,8,A
445,5598,6250,3793,8,A
366.8,4614,3360,2564,6,A
366.9,4615,5488,2655,7,A
341,4289,6634,1962,5,A
447.5,5629,11580,3188,7,A
342.2,4304,3888,2155,6,A
473,5950,8058,3541,8,C
439.9,5533,5050,4314,8,A
358.6,4511,5225,2754,7,A
494.3,6218,10000,3699,8,C
514.8,6476,9800,4526,9,A
537,6755,8469,3126,7,A
279.1,3511,5258,2237,6,A
334.4,4206,5008,2719,5,A
427.2,5374,5488,2200,7,B
474,5962,8192,4616,9,A
659.015,8290,6500,6406,9,A
354.6,4460,6863,2744,6,A
421.7,5304,8750,3700,7,A
316.4,3980,5000,2179,5,A
391.7,4927,5068,2632,8,A
498.7,6273,11905,3030,7,A
522.4,6571,7179,3126,7,A
651.4,8194,7290,4129,10,A
361.9,4552,3862,2290,7,C
332.9,4187,5009,2602,8,A
436.3,5488,5362,2479,7,A
465.2,5852,6500,4907,10,A
622.8,7834,8416,5374,10,B
442.9,5571,5582,2736,10,C
343.6,4322,6090,2798,6,A
397,4994,6022,2328,7,A
341.8,4299,5500,3082,5,A
874.7,11003,10500,5402,10,B
470.2,5915,5112,2490,7,A
301.1,3787,5223,2044,5,A
507.7,6386,10500,3461,7,A
308,3874,3838,1891,5,A
416.6,5240,6531,3216,7,A
579.5,7290,12246,4138,11,B
480,6038,7200,3207,7,B
352.8,4438,4823,3475,8,A
478.8,6023,5206,2482,6,B
359.6,4523,5500,2377,6,A
505.3,6356,10000,4458,12,B
321.4,4043,5500,2098,5,A
778.2,9789,15900,5642,9,B
346.1,4353,4300,1921,5,A
504.5,6346,15039,4033,10,A
326.9,4112,5499,2803,5,A
346.9,4364,3812,2216,8,B
626.7,7883,10500,5883,9,A
410,5157,5250,3269,7,B
576.2,7248,8233,6109,10,A
485.6,6108,14375,2697,7,B
598,7522,11048,5657,8,A
378.4,4760,6199,2654,7,A
518.9,6527,7170,3744,10,A
402.3,5060,5000,2903,8,A
384.7,4839,5000,3170,6,A
368,4629,3787,2236,8,A
496.1,6240,5171,3352,7,A
354,4453,5000,2636,6,A
414.5,5214,6000,2466,6,A
661.8,8325,11200,4562,9,B
598.1,7524,12927,3303,8,A
346.8,4362,6041,2488,5,A
484.6,6096,6000,4473,8,A
348.9,4389,5867,3002,7,A
538.4,6773,13889,4811,8,A
534,6717,10836,4520,10,B
445.6,5605,4875,3020,9,B
377.6,4750,4599,2861,7,C
671.9,8452,7820,4169,9,C
342.7,4311,5500,3384,6,A
705.4,8873,26825,8037,9,A
348.3,4381,3762,2184,7,B
446.2,5613,7867,2461,8,A
445.7,5606,6765,2356,7,C
390.4,4911,6592,2592,7,A
449.4,5653,5760,3923,7,A
342.4,4307,5235,2548,9,A
368.9,4640,5185,2646,6,A
343,4314,4875,2444,7,A
448,5635,7400,4108,8,A
475.3,5979,10000,4140,10,B
364,4579,5535,2702,6,A
474.1,5964,9030,3541,9,B
326.8,4111,3975,2585,8,A
456.8,5746,4487,4021,9,A
359.8,4526,3850,2355,7,A
347.8,4375,9072,1742,7,C
399.2,5021,6215,2402,6,A
417.7,5254,7330,2712,7,A
567.9,7144,12080,3939,12,B
422.1,5310,2466,3631,7,C
300.4,3779,5500,2164,5,A
459.1,5775,10000,3595,9,A
353.2,4443,6856,2733,6,A
548.1,6895,10500,3591,8,A
415.8,5230,6329,2956,7,B
574.4,7225,10720,4282,8,C
328.9,4137,3712,2459,6,A
309.6,3894,5810,1750,5,A
339,4264,5050,2748,6,A
526.3,6620,10000,4392,11,A
478.2,6015,6980,4144,9,A
363.5,4572,4400,2189,8,A
458.8,5771,5500,3584,10,A
433.2,5449,6728,3616,8,A
432.6,5442,8830,3068,8,B
484.3,6092,10569,4653,8,A
511.3,6432,13950,4173,9,A
336.3,4230,4900,2597,7,A
400.9,5043,6100,3934,8,A
417.3,5249,7610,3068,5,A
367,4616,5500,3212,9,A
332.4,4181,6375,2130,7,A
442.3,5564,3750,2754,8,B
433.8,5457,5516,4380,8,A
357.6,4498,6750,2431,7,A
394,4956,8979,3123,8,C
337.1,4240,3687,2247,8,A
314.9,3961,5714,1750,5,A
446.3,5614,7178,4038,9,A
313,3937,4534,2250,5,A
480.4,6043,5201,3544,7,A
386.7,4864,5962,3329,6,A
307.5,3868,5036,2393,5,A
645.7,8122,10569,4760,11,A
370,4654,6065,3100,7,A
354.6,4460,3936,2712,6,A
348.7,4386,5643,2697,6,A
356.9,4489,5500,2376,8,A
362.1,4555,6999,2888,8,A
330.5,4157,6163,2520,6,A
444.6,5593,6375,3799,9,B
286.9,3609,3338,2328,5,A
304.4,3829,3662,2400,7,A
465.7,5858,7250,4753,9,B
409.6,5152,5139,3354,8,A
523.1,6580,10708,4418,9,A
614.6,7731,7975,3680,7,B
386.8,4865,4725,2620,7,A
560.2,7047,15690,5052,11,A
427.1,5372,5351,3292,8,A
374.7,4713,3800,2779,8,A
381,4792,5500,3159,7,A
308.9,3885,6000,2148,5,A
590.2,7424,8637,5242,7,A
333.4,4194,4412,2551,6,A
311.4,3917,5304,2379,6,A
336.7,4235,3700,2304,6,A
649.6,8171,19015,3575,9,A
453.5,5705,6375,3288,7,B
376.4,4735,7293,2749,8,C
343,4314,3637,2332,7,A
366.5,4610,6041,2486,6,A
454.5,5717,10405,3684,8,A
376.4,4735,6045,2250,7,A
386.1,4857,5718,2382,7,A
413.9,5206,7875,4203,8,A
460.1,5788,9716,3428,9,B
713.3,8973,10150,5977,10,B
375.9,4728,7325,2319,7,A
730.1,9184,8631,5722,12,A
493.68,6210,5500,3731,7,B
599.7,7544,8040,5406,12,A
420.1,5284,5554,3004,6,A
488,6139,4479,4023,9,A
571.4,7188,6375,3576,7,A
349.5,4396,4779,2680,6,A
300.4,3779,5000,1976,5,A
342.1,4303,3612,2674,6,A
382.7,4814,7154,3053,8,A
533.7,6713,11714,3305,7,B
366.2,4606,4205,2396,7,A
385.6,4850,5682,4368,9,A
321.3,4041,6300,2594,5,A
537.4,6760,5261,5301,9,B
269.2,3386,3800,1956,5,A
457.6,5756,4622,4100,7,C
386.1,4857,5500,3410,9,B
414.5,5214,8125,3054,6,C
449.9,5659,7740,2950,7,A
396.2,4984,4350,2605,7,A
511.6,6435,9643,4246,9,A
534.2,6720,11700,4521,10,A
416.3,5237,6375,4478,11,A
390.4,4911,9503,2518,6,B
295.8,3721,3662,1900,5,C
439.5,5528,7471,3566,6,A
339.1,4265,6250,2628,6,A
553.8,6966,9126,3570,8,A
310.5,3906,5000,2148,4,A
455.1,5725,10498,2848,8,C
470.9,5923,12606,4031,9,A
545.1,6857,10416,4510,8,A
359.9,4527,4524,2567,8,A
261.7,3292,3800,2112,5,A
618.4,7779,10167,4928,9,B
422.5,5315,8400,3072,7,A
375,4717,6100,3066,7,A
318,4000,5500,3056,5,A
383.3,4821,4650,3090,8,A
319.1,4014,6375,2014,6,A
328.4,4131,6375,2592,6,A
336.4,4231,2691,3069,8,A
577.1,7259,5244,3899,9,B
411,5170,5369,2525,6,A
300.8,3784,3800,2028,5,A
267.5,3365,4068,2060,5,A
434.2,5462,12198,2812,7,B
624.5,7856,10085,5975,10,A
313.3,3941,5120,3066,6,A
439.1,5523,6250,4213,10,A
322.3,4054,4794,2647,5,A
349.2,4392,6293,2594,6,A
624.9,7861,11700,3807,7,B
565.4,7112,9951,3977,8,A
361.8,4551,3680,3044,9,A
353.6,4448,3800,3326,6,A
377.6,4750,4950,2413,6,A
369.5,4648,5500,2820,7,A
475.3,5979,8705,2862,7,A
384,4830,6375,2802,7,A
485.1,6102,7981,4538,9,A
676.2,8506,11354,4740,10,C
264.5,3327,3800,2084,5,A
361.2,4543,5275,3136,7,A
380.1,4781,6145,2493,7,A
340.4,4282,3120,2320,7,B
741.9,9333,7589,4856,10,A
286.3,3601,4406,1968,5,A
385.4,4848,7906,2232,5,A
418.4,5263,5756,2384,8,A
363.1,4567,6080,2752,6,A
386.8,4865,3800,3901,8,A
386.6,4863,3770,3162,7,B
365.8,4601,4000,3092,8,A
372.7,4688,5400,2409,6,A
482.8,6073,5096,4724,8,A
397.2,4996,14230,2079,6,A
279.8,3519,3512,1724,6,A
300.4,3779,5500,2090,5,A
338.7,4260,6375,3212,6,A
370.1,4655,5000,2408,8,A
356.6,4486,2755,2694,6,B
343.5,4321,4556,3139,6,B
398.5,5013,5244,2554,9,A
721.6,9077,5505,5806,14,B
535,6730,5732,3818,9,A
555.9,6993,10731,4256,9,A
397,4994,6000,2474,7,A
396.7,4990,4950,2832,8,A
293.1,3687,6000,1934,5,A
375,4717,6159,2816,9,C
387.8,4878,7500,2796,7,A
401.3,5048,6457,2488,6,A
562.9,7081,8960,4792,8,C
338.1,4253,4651,2628,6,A
344.5,4333,5398,3166,5,A
409.2,5147,5500,2593,6,A
292.6,3680,6000,2292,5,A
468.4,5892,12190,2984,9,A
402.8,5067,3290,3636,8,A
355.9,4477,9500,2597,7,A
364.9,4590,2614,3580,7,A
388.3,4884,11690,2240,5,A
383.1,4819,6000,2850,7,A
580.6,7303,12642,5494,9,A
384.2,4833,4019,3757,10,A
491.9,6188,8950,3112,6,B
405.6,5102,4780,3262,8,A
325.7,4097,4848,2210,7,A
454.8,5721,5500,3308,7,B
559.5,7038,9008,5121,10,A
386.4,4860,6250,3499,7,A
683.1,8593,11550,4989,9,A
367.3,4620,5000,2518,7,A
341.3,4293,4305,2264,6,A
447,5623,6637,3308,8,A
363,4566,5370,1986,6,B
500.6,6297,5305,6304,8,A
582.9,7332,9080,4298,8,A
375.2,4720,5008,3100,7,B
396.6,4989,5500,3551,7,A
566.3,7124,6375,4142,9,C
329.1,4140,4524,3389,7,A
349.4,4395,5500,2835,6,A
513,6453,10510,4580,10,C
342,4302,6110,2612,6,A
304.2,3826,5469,2001,6,A
306.5,3855,3550,1833,6,A
340.4,4282,4394,2484,7,A
477.1,6001,6375,4033,8,B
394.1,4957,6308,3044,8,A
350.4,4408,5500,2200,7,A
346.4,4357,6265,3369,7,A
295.4,3716,4000,2182,5,A
304.1,3825,5163,2052,5,A
437.8,5507,9250,3509,7,A
531.7,6688,8280,4979,9,A
405.6,5102,6831,3152,9,A
537.6,6763,9904,5074,10,A
486.9,6125,6700,4906,9,A
595.2,7487,9425,4455,10,B
323.3,4067,4000,3050,6,A
354.2,4455,6349,3556,8,A
350.2,4405,5469,2927,7,A
437,5497,5097,4142,9,A
485.7,6110,11204,4749,10,A
402.6,5064,6375,2611,7,A
281.6,3542,4000,1954,5,A
740.6,9316,16576,7187,14,A
350.3,4406,5500,2612,7,A
329.3,4142,6258,2577,6,C
377.6,4750,4345,2772,8,A
419.1,5272,5202,3983,8,B
459.9,5785,5942,3653,9,A
464.3,5840,6353,3720,6,B
511.2,6430,5888,4298,7,A
462.2,5814,6625,4074,13,A
607.2,7638,9625,4426,9,B
271.1,3410,4000,1898,5,A
296.8,3733,5000,1996,4,A
333.7,4197,5469,2948,8,A
532.9,6703,7150,5164,10,A
606.4,7628,13830,3927,7,A
354.4,4458,4594,2740,6,A
350.1,4404,4000,3026,8,C
361,4541,5500,2253,6,A
327.1,4114,6128,3119,6,A
562.5,7076,4800,5232,8,B
387.7,4877,6251,2040,5,A
500.6,6297,6480,4328,8,A
385.6,4850,6625,2938,6,A
331.2,4166,5465,3141,5,A
663.1,8341,9825,5804,10,B
527.8,6639,7169,3835,7,A
270.7,3405,4000,1890,5,A
493.6,6209,4397,4055,9,B
312.5,3931,4806,2738,6,A
396.9,4993,7382,2686,7,A
554.9,6980,6650,4315,7,B
290.2,3650,3800,2044,6,A
292.5,3679,5000,1912,5,A
496.9,6251,7476,2714,8,B
498.7,6273,6775,4026,7,A
295,3711,6244,2040,5,A
518.5,6522,10400,3194,8,A
275,3459,6080,2104,5,A
397.4,4999,5469,2145,8,B
340.6,4284,4413,2415,7,A
527.6,6637,10025,4344,9,C
333.8,4199,3800,3248,8,C
302.9,3810,3500,2020,7,A
316.8,3985,5497,2283,7,A
389.3,4897,6375,3220,6,A
536.9,6754,10370,3376,8,A
282.5,3553,3800,2002,5,A
346.3,4356,5500,3116,6,A
510.2,6418,6480,3119,7,B
564.5,7101,6222,3599,6,B
379.1,4769,6157,2800,6,C
433.4,5452,4063,2538,7,B
405.6,5102,14130,3114,7,A
713.1,8970,13113,6244,12,A
453.1,5700,10119,3437,9,A
343.9,4326,5469,2208,6,A
288.3,3626,6237,2040,5,A
586.3,7375,8580,4256,7,B
280.2,3524,3800,2288,5,A
382.5,4811,5491,2838,7,A
515.1,6479,8386,5178,9,A
489.9,6162,6180,5181,9,A
276.7,3480,3800,2202,5,A
340.1,4278,6173,2116,6,A
418.1,5259,7591,3064,7,A
349,4390,4000,2700,7,A
350.7,4411,5000,2448,6,A
369.6,4649,5500,2749,8,A
338.8,4262,5469,2602,7,A
390.4,4911,5600,3322,8,A
578.9,7282,7938,4042,8,B
404.3,5086,6250,3898,7,A
530,6667,8016,4402,10,B
350.5,4409,4000,2504,6,A
277.9,3495,3800,2210,5,A
376.6,4737,5500,2980,7,A
553.7,6965,5785,4270,10,C
508.6,6398,6781,3969,8,B
634.9,7987,10000,5110,9,A
406.8,5117,7600,3404,8,A
345.3,4343,6190,2400,6,A
341.6,4297,5469,2172,6,C
392.7,4940,6435,3410,8,A
491.9,6188,6600,3690,8,A
467.6,5882,4725,4476,8,B
581.5,7315,9775,3373,10,B
277.1,3485,4038,1776,5,A
351.9,4426,4381,2050,7,B
383.8,4828,5710,3373,7,A
341.8,4299,6531,2700,6,A
471,5925,7128,3828,9,A
388,4881,7890,2864,6,A
399.6,5026,5500,3404,7,A
309,3887,4250,2042,6,B
476.6,5995,8135,3716,8,B
256.9,3231,4037,1808,5,A
399.5,5025,5500,2674,6,B
463.4,5829,7672,2880,8,A
302.6,3806,3800,2328,6,A
263.3,3312,3845,2184,5,A
381.3,4796,5590,2678,8,A
370.9,4665,5469,2602,7,A
344.3,4331,4000,2754,7,B
351.1,4416,6207,2384,6,A
550.6,6926,7633,4959,9,A
631,7937,6500,6459,9,A
873,10982,19630,6565,12,B
596.1,7498,8232,5574,9,B
401,5044,5700,3327,8,B
374.3,4708,7183,2675,7,A
672.8,8463,8430,5338,9,A
345.7,4348,2992,2553,6,B
334.7,4210,4263,2550,7,A
270.8,3406,3842,2228,8,A
540.9,6804,5755,4565,10,C
338.2,4254,4006,2863,7,B
507.5,6384,5468,3780,9,B
387.1,4869,5800,3298,7,A
408.8,5142,5500,3240,8,B
355.2,4468,5069,2304,6,C
655.6,8247,8333,6020,11,C
286.5,3604,3800,2168,5,A
316.8,3985,5500,2248,5,A
339.3,4268,6089,1905,6,A
718.2,9034,19180,6565,11,A
385.6,4850,7156,2750,6,A
501.1,6303,6750,4266,9,A
762.5,9592,9401,6294,8,A
536.5,6749,6323,3414,7,C
691.1,8694,12880,4985,8,B
691.3,8696,5750,6396,10,B
525.5,6610,10988,3080,6,B
348.1,4379,5500,3454,6,A
326.3,4104,5469,2150,6,A
332.5,4182,4500,1994,8,A
354,4453,6000,2574,9,B
368.9,4640,4951,2808,6,A
642.7,8085,8415,6442,11,B
319.6,4020,3800,2786,8,A
392.3,4935,6228,3628,6,C
307.1,3863,5373,2479,6,A
318.6,4007,5500,2700,6,A
346.4,4357,6082,1893,8,A
289.2,3638,4275,2090,5,A
340.4,4282,5469,2131,6,A
337.5,4245,5687,2550,7,A
690,8680,12800,5460,10,A
402.9,5068,7133,3120,7,C
631,7937,6625,5429,9,A
323.5,4069,3478,2791,7,A
390.9,4917,6235,2738,8,A
645.6,8121,9217,4958,8,A
678.3,8533,11918,5501,8,C
354.2,4455,5500,2581,6,A
551.2,6934,9140,6053,9,A
400,5032,3653,2489,6,A
310.6,3907,5139,2324,6,A
326.5,4107,3600,1864,5,A
674.9,8490,9856,6730,9,C
409.4,5150,6233,3456,9,A
609.7,7670,9564,5219,10,B
418.2,5260,8257,2682,7,A
667.8,8400,9375,6076,10,B
382.6,4813,4416,2760,7,B
306,3849,3250,2160,6,A
378.6,4762,6025,2408,7,A
629.9,7924,11533,5934,11,A
522.7,6575,6625,5072,9,B
344,4327,5812,2924,6,A
529.6,6662,6400,5337,9,A
365.8,4601,5500,2944,6,A
372.5,4686,7113,2352,6,A
483.8,6086,6134,2608,7,A
365.6,4599,7132,2496,6,B
668.7,8412,20897,7175,13,C
497.3,6256,11679,3555,9,A
335.1,4215,4211,2688,7,A
683.1,8593,12132,4243,10,B
345.6,4347,4520,2353,6,A
351.8,4425,6235,3354,5,A
458.7,5770,7842,3714,8,A
326.7,4109,3250,2564,8,A
480.2,6040,5584,3946,6,A
321.3,4041,3609,2232,6,A
285.1,3586,3159,2084,6,A
410,5157,5000,3204,7,B
353.2,4443,5950,2002,6,A
355.1,4467,3882,2408,6,A
642.7,8085,9375,5749,11,C
354.9,4464,6375,2588,7,A
346.5,4358,5500,2748,6,B
357.2,4493,7105,3378,6,A
476.2,5990,11637,2860,7,A
389.3,4897,6235,2689,7,A
435.4,5477,6709,4170,10,A
422.7,5317,5568,3800,8,A
302.7,3807,4140,2895,7,A
331,4163,5000,2662,6,A
520.6,6549,16616,4162,9,A
285.2,3587,3060,2448,6,A
331.3,4167,4793,2154,6,A
459.9,5785,6375,4186,9,B
351.2,4418,5943,2428,7,A
394.5,4962,6178,2447,7,A
474.9,5974,5000,4382,9,A
364.2,4581,11168,2944,7,A
385.6,4850,6000,2214,8,A
356.6,4486,3609,2443,6,A
339.9,4275,3610,2382,7,A
271.3,3412,3376,1728,4,A
576.5,7252,9200,3969,9,B
453.7,5707,6303,5270,9,A
317.1,3989,4140,2900,5,A
481.3,6054,8795,2767,7,A
464.7,5845,7813,5175,9,A
368.2,4631,7100,2630,8,C
330.3,4155,4891,3344,5,B
359.4,4521,5760,3183,6,A
576.8,7256,37647,5488,8,A
397.4,4999,9625,2516,6,A
402.3,5060,6500,3940,9,A
444.5,5591,9375,3566,9,C
357,4491,5870,2418,7,A
319.6,4020,5815,2556,6,A
334.9,4213,4500,2906,6,C
639.6,8046,12500,6287,12,A
341.1,4291,4991,3140,8,C
667.2,8393,6030,4858,12,B
301.2,3789,1800,3663,8,A
335.5,4220,3587,2172,6,A
382.1,4806,5570,2532,7,A
346.8,4362,3610,2244,6,A
568.4,7150,15295,4000,9,A
605.5,7617,10233,6549,12,A
406.4,5112,6500,2837,7,A
292,3673,4075,3013,6,A
539.2,6783,8050,4206,7,C
320.9,4036,6750,2178,6,C
528.8,6652,9080,4470,9,A
464.2,5839,6613,2697,8,A
301.6,3794,5987,2124,6,A
441.4,5552,10168,2876,7,A
568.3,7149,6265,3954,9,A
329.7,4147,9500,1923,5,A
461.7,5808,6937,2552,7,A
536.8,6752,7097,4564,10,C
300,3774,3680,3128,7,A
677,8516,7690,5952,10,B
432.7,5443,10250,2847,6,A
476.3,5991,9934,5416,9,A
514.2,6468,11562,4523,8,B
427.3,5375,3588,2493,7,B
444.7,5594,10900,2665,7,A
794,9988,12201,6196,10,C
310.5,3906,5093,2568,7,A
526.6,6624,7225,4675,9,A
360.2,4531,5728,2160,5,A
400.6,5039,6280,2928,8,A
310.1,3901,3217,2008,7,A
312,3924,4197,2578,5,B
775.5,9755,13750,6633,12,B
511.7,6437,9401,5232,10,A
381.5,4799,4030,3250,6,C
350.2,4405,3270,2483,6,A
390,4906,5130,2778,7,A
334.5,4208,6500,2250,6,C
345.6,4347,5100,1799,6,B
539.1,6781,5405,4048,9,B
489.7,6160,9062,3541,8,C
